"pathway","stat","p_perm","p_adj_BH","p_adj_wy","n_spots"
"SVP_MATCH__HALLMARK_MYC_TARGETS_V1__2",-0.00606274787586889,0.771,0.896511627906977,1,4218
"SVP_MATCH__HALLMARK_MYC_TARGETS_V2__1",-0.00596881041778542,0.738,0.896370967741935,1,4218
"SVP_MATCH__HALLMARK_MYC_TARGETS_V2__2",0.000836799351417163,0.474,0.820967741935484,1,4218
"SVP_MATCH__HALLMARK_MYOGENESIS__1",-0.00446616838400952,0.684,0.896370967741935,1,4218
"SVP_MATCH__HALLMARK_MYOGENESIS__2",-0.00799562493998761,0.801,0.917175572519084,1,4218
"SVP_MATCH__HALLMARK_NOTCH_SIGNALING__1",-0.0115205464132634,0.899,0.949647887323944,1,4218
"SVP_MATCH__HALLMARK_NOTCH_SIGNALING__2",-6.75579493597844e-05,0.5,0.820967741935484,1,4218
"SVP_MATCH__HALLMARK_OXIDATIVE_PHOSPHORYLATION__1",-0.000551217076043093,0.526,0.821875,1,4218
"SVP_MATCH__HALLMARK_OXIDATIVE_PHOSPHORYLATION__2",0.00732232369545637,0.202,0.613636363636364,1,4218
"SVP_MATCH__HALLMARK_P53_PATHWAY__1",-0.00111310154420853,0.525,0.821875,1,4218
"SVP_MATCH__HALLMARK_P53_PATHWAY__2",-0.00916929290255475,0.853,0.925899280575539,1,4218
"SVP_MATCH__HALLMARK_PANCREAS_BETA_CELLS__1",-0.018778141745332,0.983,0.983,1,4218
"SVP_MATCH__HALLMARK_PANCREAS_BETA_CELLS__2",-0.00593181618660585,0.725,0.896370967741935,1,4218
"SVP_MATCH__HALLMARK_PEROXISOME__1",0.00117635967319939,0.447,0.798214285714286,1,4218
"SVP_MATCH__HALLMARK_PEROXISOME__2",-0.00638150882020002,0.73,0.896370967741935,1,4218
"SVP_MATCH__HALLMARK_PI3K_AKT_MTOR_SIGNALING__1",0.00405902261466928,0.348,0.725,1,4218
"SVP_MATCH__HALLMARK_PI3K_AKT_MTOR_SIGNALING__2",0.0147760845423542,0.043,0.258,1,4218
"SVP_MATCH__HALLMARK_PROTEIN_SECRETION__1",0.00897178581128141,0.139,0.575675675675676,1,4218
"SVP_MATCH__HALLMARK_PROTEIN_SECRETION__2",-0.0106360651935016,0.856,0.925899280575539,1,4218
"SVP_MATCH__HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY__1",-0.00871566492677669,0.858,0.925899280575539,1,4218
"SVP_MATCH__HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY__2",0.00681026891105033,0.225,0.613636363636364,1,4218
"SVP_MATCH__HALLMARK_SPERMATOGENESIS__1",-0.00118207362886723,0.541,0.831122448979592,1,4218
"SVP_MATCH__HALLMARK_SPERMATOGENESIS__2",0.0108470918224187,0.105,0.508064516129032,1,4218
"SVP_MATCH__HALLMARK_TGF_BETA_SIGNALING__1",0.00618747869850048,0.224,0.613636363636364,1,4218
"SVP_MATCH__HALLMARK_TGF_BETA_SIGNALING__2",0.00832320834800651,0.181,0.613636363636364,1,4218
"SVP_MATCH__HALLMARK_TNFA_SIGNALING_VIA_NFKB__1",0.00508029033893934,0.298,0.677272727272727,1,4218
"SVP_MATCH__HALLMARK_TNFA_SIGNALING_VIA_NFKB__2",0.0118514325015813,0.082,0.424137931034483,1,4218
"SVP_MATCH__HALLMARK_UNFOLDED_PROTEIN_RESPONSE__1",0.00569799059550075,0.224,0.613636363636364,1,4218
"SVP_MATCH__HALLMARK_UNFOLDED_PROTEIN_RESPONSE__2",-0.00593215093102101,0.735,0.896370967741935,1,4218
"SVP_MATCH__HALLMARK_UV_RESPONSE_DN__1",-0.0020851325968077,0.576,0.838834951456311,1,4218
"SVP_MATCH__HALLMARK_UV_RESPONSE_DN__2",-0.000595171535805058,0.509,0.820967741935484,1,4218
"SVP_MATCH__HALLMARK_UV_RESPONSE_UP__1",0.00714088592837069,0.207,0.613636363636364,1,4218
"SVP_MATCH__HALLMARK_UV_RESPONSE_UP__2",0.00114141710317088,0.425,0.768072289156627,1,4218
"SVP_MATCH__HALLMARK_WNT_BETA_CATENIN_SIGNALING__1",-0.00922076254112419,0.851,0.925899280575539,1,4218
"SVP_MATCH__HALLMARK_WNT_BETA_CATENIN_SIGNALING__2",-0.0053936713504937,0.74,0.896370967741935,1,4218
"SVP_MATCH__HALLMARK_XENOBIOTIC_METABOLISM__1",0.0116105416297405,0.089,0.445,1,4218
"SVP_MATCH__HALLMARK_XENOBIOTIC_METABOLISM__2",-0.000396704711376153,0.488,0.820967741935484,1,4218
