"pathway","stat","p_perm","p_adj_BH","p_adj_wy","n_spots"
"HALLMARK_MYC_TARGETS_V1",0.14394487158254,0.001,0.00189873417721519,0.001,4218
"HALLMARK_MYC_TARGETS_V2",0.0179257655678374,0.02,0.0277777777777778,0.96,4218
"HALLMARK_MYOGENESIS",0.065167162315688,0.001,0.00189873417721519,0.001,4218
"HALLMARK_NOTCH_SIGNALING",0.00655173218230348,0.233,0.258888888888889,1,4218
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.139739461222044,0.001,0.00189873417721519,0.001,4218
"HALLMARK_P53_PATHWAY",0.103811491273322,0.001,0.00189873417721519,0.001,4218
"HALLMARK_PANCREAS_BETA_CELLS",0.000901515939243602,0.445,0.466783216783217,1,4218
"HALLMARK_PEROXISOME",0.0274674739239193,0.001,0.00189873417721519,0.143,4218
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.0311344307454107,0.001,0.00189873417721519,0.031,4218
"HALLMARK_PROTEIN_SECRETION",0.0578745012759858,0.001,0.00189873417721519,0.001,4218
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.0590649065894617,0.001,0.00189873417721519,0.001,4218
"HALLMARK_SPERMATOGENESIS",0.00957958995681682,0.147,0.1764,1,4218
"HALLMARK_TGF_BETA_SIGNALING",0.0358363509630742,0.001,0.00189873417721519,0.005,4218
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.0681994413195828,0.001,0.00189873417721519,0.001,4218
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.058982026265626,0.001,0.00189873417721519,0.001,4218
"HALLMARK_UV_RESPONSE_DN",0.0639437192888419,0.001,0.00189873417721519,0.001,4218
"HALLMARK_UV_RESPONSE_UP",0.0293720355692862,0.002,0.00348837209302326,0.057,4218
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.0268328932024809,0.003,0.00494505494505494,0.179,4218
"HALLMARK_XENOBIOTIC_METABOLISM",0.0625918972837614,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_ADIPOGENESIS__1",0.0572797143351601,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_ADIPOGENESIS__2",0.0602280850477198,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_ALLOGRAFT_REJECTION__1",0.0297897816506418,0.002,0.00348837209302326,0.05,4218
"SVP_MATCH__HALLMARK_ALLOGRAFT_REJECTION__2",0.0238847191581539,0.007,0.0105,0.4,4218
"SVP_MATCH__HALLMARK_ANDROGEN_RESPONSE__1",0.0262077226168491,0.001,0.00189873417721519,0.212,4218
"SVP_MATCH__HALLMARK_ANDROGEN_RESPONSE__2",0.0311777877740801,0.002,0.00348837209302326,0.031,4218
"SVP_MATCH__HALLMARK_ANGIOGENESIS__1",-0.00294289846496046,0.598,0.610204081632653,1,4218
"SVP_MATCH__HALLMARK_ANGIOGENESIS__2",0.00704490570998346,0.206,0.237692307692308,1,4218
"SVP_MATCH__HALLMARK_APICAL_JUNCTION__1",0.04348572687606,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_APICAL_JUNCTION__2",0.00598802158210965,0.226,0.254887218045113,1,4218
"SVP_MATCH__HALLMARK_APICAL_SURFACE__1",0.00364585094866894,0.318,0.343165467625899,1,4218
"SVP_MATCH__HALLMARK_APICAL_SURFACE__2",0.0116310029658176,0.097,0.12125,1,4218
"SVP_MATCH__HALLMARK_APOPTOSIS__1",0.0313340468133917,0.001,0.00189873417721519,0.03,4218
"SVP_MATCH__HALLMARK_APOPTOSIS__2",0.0298128701239967,0.002,0.00348837209302326,0.05,4218
"SVP_MATCH__HALLMARK_BILE_ACID_METABOLISM__1",0.017954212266004,0.027,0.0368181818181818,0.958,4218
"SVP_MATCH__HALLMARK_BILE_ACID_METABOLISM__2",0.0116922195965983,0.077,0.100434782608696,1,4218
"SVP_MATCH__HALLMARK_CHOLESTEROL_HOMEOSTASIS__1",0.02442464684836,0.005,0.0076530612244898,0.358,4218
"SVP_MATCH__HALLMARK_CHOLESTEROL_HOMEOSTASIS__2",-0.00763851149933017,0.805,0.810402684563759,1,4218
"SVP_MATCH__HALLMARK_COAGULATION__1",0.00379073954458783,0.318,0.343165467625899,1,4218
"SVP_MATCH__HALLMARK_COAGULATION__2",0.0266656971990891,0.004,0.00631578947368421,0.186,4218
"SVP_MATCH__HALLMARK_COMPLEMENT__1",0.0213848530670891,0.008,0.0118811881188119,0.67,4218
"SVP_MATCH__HALLMARK_COMPLEMENT__2",0.0349203724191947,0.001,0.00189873417721519,0.007,4218
"SVP_MATCH__HALLMARK_DNA_REPAIR__1",0.00841026418023165,0.171,0.198837209302326,1,4218
"SVP_MATCH__HALLMARK_DNA_REPAIR__2",0.0335786702748444,0.001,0.00189873417721519,0.012,4218
"SVP_MATCH__HALLMARK_E2F_TARGETS__1",0.0351605306444417,0.001,0.00189873417721519,0.006,4218
"SVP_MATCH__HALLMARK_E2F_TARGETS__2",0.00601255047257372,0.238,0.260583941605839,1,4218
"SVP_MATCH__HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION__1",0.0335614121471323,0.001,0.00189873417721519,0.012,4218
"SVP_MATCH__HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION__2",0.0396022061211726,0.001,0.00189873417721519,0.002,4218
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_EARLY__1",0.0304078713911503,0.001,0.00189873417721519,0.042,4218
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_EARLY__2",0.0414163025093238,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_LATE__1",0.0295611974141672,0.001,0.00189873417721519,0.053,4218
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_LATE__2",0.0467528268221927,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_FATTY_ACID_METABOLISM__1",0.0435140350555725,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_FATTY_ACID_METABOLISM__2",0.0269794184127062,0.003,0.00494505494505494,0.172,4218
"SVP_MATCH__HALLMARK_G2M_CHECKPOINT__1",0.0416144583367373,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_G2M_CHECKPOINT__2",0.0114141585694844,0.102,0.126446280991736,1,4218
"SVP_MATCH__HALLMARK_GLYCOLYSIS__1",0.022953531362841,0.006,0.00909090909090909,0.496,4218
"SVP_MATCH__HALLMARK_GLYCOLYSIS__2",0.0428238454621665,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_HEDGEHOG_SIGNALING__1",0.00877336896926729,0.156,0.1828125,1,4218
"SVP_MATCH__HALLMARK_HEDGEHOG_SIGNALING__2",0.0118886943716821,0.092,0.117948717948718,1,4218
"SVP_MATCH__HALLMARK_HEME_METABOLISM__1",0.0532299941294031,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_HEME_METABOLISM__2",0.0397285501261898,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_HYPOXIA__1",0.0716715902271188,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_HYPOXIA__2",0.031858046834713,0.002,0.00348837209302326,0.024,4218
"SVP_MATCH__HALLMARK_IL2_STAT5_SIGNALING__1",0.0244104303199149,0.003,0.00494505494505494,0.358,4218
"SVP_MATCH__HALLMARK_IL2_STAT5_SIGNALING__2",0.0193566697460985,0.017,0.0242857142857143,0.861,4218
"SVP_MATCH__HALLMARK_IL6_JAK_STAT3_SIGNALING__1",-0.00783527547453178,0.801,0.810402684563759,1,4218
"SVP_MATCH__HALLMARK_IL6_JAK_STAT3_SIGNALING__2",0.0059564543086543,0.215,0.244318181818182,1,4218
"SVP_MATCH__HALLMARK_INFLAMMATORY_RESPONSE__1",0.0246713214359751,0.003,0.00494505494505494,0.333,4218
"SVP_MATCH__HALLMARK_INFLAMMATORY_RESPONSE__2",0.014303953180159,0.038,0.0504424778761062,1,4218
"SVP_MATCH__HALLMARK_INTERFERON_ALPHA_RESPONSE__1",0.0106857398205117,0.111,0.135365853658537,1,4218
"SVP_MATCH__HALLMARK_INTERFERON_ALPHA_RESPONSE__2",0.00854320537646568,0.155,0.1828125,1,4218
"SVP_MATCH__HALLMARK_INTERFERON_GAMMA_RESPONSE__1",0.00985037797354644,0.154,0.1828125,1,4218
"SVP_MATCH__HALLMARK_INTERFERON_GAMMA_RESPONSE__2",0.0338871108410781,0.001,0.00189873417721519,0.012,4218
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_DN__1",0.0455164773097989,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_DN__2",0.0180958402339641,0.019,0.0268867924528302,0.95,4218
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_UP__1",0.0120593551883974,0.094,0.118487394957983,1,4218
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_UP__2",0.00258160498485942,0.372,0.398571428571429,1,4218
"SVP_MATCH__HALLMARK_MITOTIC_SPINDLE__1",0.0437149238138883,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_MITOTIC_SPINDLE__2",0.0291388575819079,0.001,0.00189873417721519,0.061,4218
"SVP_MATCH__HALLMARK_MTORC1_SIGNALING__1",0.0159580712183754,0.032,0.0432432432432432,0.993,4218
"SVP_MATCH__HALLMARK_MTORC1_SIGNALING__2",0.0260636056498673,0.001,0.00189873417721519,0.227,4218
"SVP_MATCH__HALLMARK_MYC_TARGETS_V1__1",0.0512129303469188,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_MYC_TARGETS_V1__2",0.0796992608962886,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_MYC_TARGETS_V2__1",0.00630599706903928,0.238,0.260583941605839,1,4218
"SVP_MATCH__HALLMARK_MYC_TARGETS_V2__2",0.0101329791332958,0.124,0.15,1,4218
"SVP_MATCH__HALLMARK_MYOGENESIS__1",0.0180367753187109,0.02,0.0277777777777778,0.951,4218
"SVP_MATCH__HALLMARK_MYOGENESIS__2",0.0454874867622309,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_NOTCH_SIGNALING__1",0.000565030158694837,0.497,0.514137931034483,1,4218
"SVP_MATCH__HALLMARK_NOTCH_SIGNALING__2",0.0117687716070043,0.094,0.118487394957983,1,4218
"SVP_MATCH__HALLMARK_OXIDATIVE_PHOSPHORYLATION__1",0.0629887252121454,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_OXIDATIVE_PHOSPHORYLATION__2",0.0568332689387819,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_P53_PATHWAY__1",0.0483362459256096,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_P53_PATHWAY__2",0.00246205619309645,0.385,0.409574468085106,1,4218
"SVP_MATCH__HALLMARK_PANCREAS_BETA_CELLS__1",-0.0126723490143193,0.917,0.917,1,4218
"SVP_MATCH__HALLMARK_PANCREAS_BETA_CELLS__2",0.00585576755254085,0.23,0.257462686567164,1,4218
"SVP_MATCH__HALLMARK_PEROXISOME__1",0.0298360563054451,0.001,0.00189873417721519,0.05,4218
"SVP_MATCH__HALLMARK_PEROXISOME__2",0.00653294500292799,0.214,0.244318181818182,1,4218
"SVP_MATCH__HALLMARK_PI3K_AKT_MTOR_SIGNALING__1",0.0259704993919484,0.004,0.00631578947368421,0.229,4218
"SVP_MATCH__HALLMARK_PI3K_AKT_MTOR_SIGNALING__2",0.0543468792262515,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_PROTEIN_SECRETION__1",0.0288592153032031,0.001,0.00189873417721519,0.071,4218
"SVP_MATCH__HALLMARK_PROTEIN_SECRETION__2",0.0155782233894385,0.033,0.0441964285714286,0.998,4218
"SVP_MATCH__HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY__1",-0.00221806305275743,0.593,0.609246575342466,1,4218
"SVP_MATCH__HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY__2",0.0308866468950785,0.002,0.00348837209302326,0.034,4218
"SVP_MATCH__HALLMARK_SPERMATOGENESIS__1",0.0230444918425894,0.011,0.0158653846153846,0.488,4218
"SVP_MATCH__HALLMARK_SPERMATOGENESIS__2",0.0242222656122438,0.004,0.00631578947368421,0.373,4218
"SVP_MATCH__HALLMARK_TGF_BETA_SIGNALING__1",0.0223057283366574,0.011,0.0158653846153846,0.566,4218
"SVP_MATCH__HALLMARK_TGF_BETA_SIGNALING__2",0.0250990691191376,0.002,0.00348837209302326,0.293,4218
"SVP_MATCH__HALLMARK_TNFA_SIGNALING_VIA_NFKB__1",0.0261027514426398,0.004,0.00631578947368421,0.225,4218
"SVP_MATCH__HALLMARK_TNFA_SIGNALING_VIA_NFKB__2",0.0324790949618408,0.001,0.00189873417721519,0.019,4218
"SVP_MATCH__HALLMARK_UNFOLDED_PROTEIN_RESPONSE__1",0.0400660399426469,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_UNFOLDED_PROTEIN_RESPONSE__2",0.0269143958334574,0.001,0.00189873417721519,0.175,4218
"SVP_MATCH__HALLMARK_UV_RESPONSE_DN__1",0.0254996673735505,0.001,0.00189873417721519,0.258,4218
"SVP_MATCH__HALLMARK_UV_RESPONSE_DN__2",0.0311871506434061,0.001,0.00189873417721519,0.031,4218
"SVP_MATCH__HALLMARK_UV_RESPONSE_UP__1",0.0228631329321693,0.009,0.0132352941176471,0.506,4218
"SVP_MATCH__HALLMARK_UV_RESPONSE_UP__2",0.0226660570445211,0.005,0.0076530612244898,0.524,4218
"SVP_MATCH__HALLMARK_WNT_BETA_CATENIN_SIGNALING__1",0.00029101196940257,0.442,0.466783216783217,1,4218
"SVP_MATCH__HALLMARK_WNT_BETA_CATENIN_SIGNALING__2",0.000738123370320914,0.468,0.4875,1,4218
"SVP_MATCH__HALLMARK_XENOBIOTIC_METABOLISM__1",0.0505447628585718,0.001,0.00189873417721519,0.001,4218
"SVP_MATCH__HALLMARK_XENOBIOTIC_METABOLISM__2",0.0171584978440042,0.026,0.0357798165137615,0.981,4218
