"pathway","stat","p_perm","p_adj_BH","p_adj_wy","n_spots"
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_LATE__1",0.369161081656996,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_LATE__2",0.319704663988955,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_FATTY_ACID_METABOLISM__1",0.304147534126379,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_FATTY_ACID_METABOLISM__2",0.347326387157199,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_G2M_CHECKPOINT__1",0.288039008813352,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_G2M_CHECKPOINT__2",0.277728911034261,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_GLYCOLYSIS__1",0.324335181669736,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_GLYCOLYSIS__2",0.318091668620212,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_HEDGEHOG_SIGNALING__1",0.11241038127946,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_HEDGEHOG_SIGNALING__2",0.164738324268871,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_HEME_METABOLISM__1",0.312639176885533,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_HEME_METABOLISM__2",0.365832341189587,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_HYPOXIA__1",0.326859784023584,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_HYPOXIA__2",0.311890909532037,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_IL2_STAT5_SIGNALING__1",0.220823680512575,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_IL2_STAT5_SIGNALING__2",0.270966768933044,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_IL6_JAK_STAT3_SIGNALING__1",0.068095885089191,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_IL6_JAK_STAT3_SIGNALING__2",0.0449733718801808,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_INFLAMMATORY_RESPONSE__1",0.158245868920574,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_INFLAMMATORY_RESPONSE__2",0.179994315129494,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_INTERFERON_ALPHA_RESPONSE__1",0.16252538837027,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_INTERFERON_ALPHA_RESPONSE__2",0.151052625407348,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_INTERFERON_GAMMA_RESPONSE__1",0.244900677033545,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_INTERFERON_GAMMA_RESPONSE__2",0.194116461268613,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_DN__1",0.158833217131572,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_DN__2",0.18358306851662,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_UP__1",0.258220479530014,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_UP__2",0.256187249627295,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_MITOTIC_SPINDLE__1",0.353388233609428,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_MITOTIC_SPINDLE__2",0.319432492783081,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_MTORC1_SIGNALING__1",0.429159620171778,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_MTORC1_SIGNALING__2",0.412632275136075,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_MYC_TARGETS_V1__1",0.50583910951702,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_MYC_TARGETS_V1__2",0.524240895212453,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_MYC_TARGETS_V2__1",0.125785252197398,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_MYC_TARGETS_V2__2",0.131335285127489,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_MYOGENESIS__1",0.339544905630064,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_MYOGENESIS__2",0.365059598882094,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_NOTCH_SIGNALING__1",0.0471256289254781,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_NOTCH_SIGNALING__2",0.0612287927956775,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_OXIDATIVE_PHOSPHORYLATION__1",0.546713397469687,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_OXIDATIVE_PHOSPHORYLATION__2",0.510568227185451,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_P53_PATHWAY__1",0.309173460325417,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_P53_PATHWAY__2",0.316906511065309,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_PANCREAS_BETA_CELLS__1",0.0948455759664148,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_PANCREAS_BETA_CELLS__2",0.0851521528200846,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_PEROXISOME__1",0.294781666585054,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_PEROXISOME__2",0.222575914277803,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_PI3K_AKT_MTOR_SIGNALING__1",0.264750848685894,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_PI3K_AKT_MTOR_SIGNALING__2",0.250972496899206,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_PROTEIN_SECRETION__1",0.329992370538609,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_PROTEIN_SECRETION__2",0.280739995578264,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY__1",0.249397030404841,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY__2",0.250997104916581,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_SPERMATOGENESIS__1",0.130549892323738,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_SPERMATOGENESIS__2",0.18023889082399,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_TGF_BETA_SIGNALING__1",0.165583863752385,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_TGF_BETA_SIGNALING__2",0.180922525976539,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_TNFA_SIGNALING_VIA_NFKB__1",0.241003353570728,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_TNFA_SIGNALING_VIA_NFKB__2",0.241135411586817,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_UNFOLDED_PROTEIN_RESPONSE__1",0.317010541963541,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_UNFOLDED_PROTEIN_RESPONSE__2",0.219681103589714,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_UV_RESPONSE_DN__1",0.309529058448312,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_UV_RESPONSE_DN__2",0.257134354269791,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_UV_RESPONSE_UP__1",0.361599813836002,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_UV_RESPONSE_UP__2",0.354728296929087,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_WNT_BETA_CATENIN_SIGNALING__1",0.0671229150788116,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_WNT_BETA_CATENIN_SIGNALING__2",0.0878441733532429,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_XENOBIOTIC_METABOLISM__1",0.315085818000101,0.001,0.001,0.001,4218
"SVP_MATCH__HALLMARK_XENOBIOTIC_METABOLISM__2",0.306527464722807,0.001,0.001,0.001,4218
