"pathway","stat","p_perm","p_adj_BH","p_adj_wy","n_spots"
"SVP_MATCH__HALLMARK_COAGULATION__2",-0.00266464497489084,0.614,0.800847457627119,1,3659
"SVP_MATCH__HALLMARK_COMPLEMENT__1",-0.011337814568571,0.884,0.927739726027397,1,3659
"SVP_MATCH__HALLMARK_COMPLEMENT__2",0.0166792107234594,0.04,0.315,0.994,3659
"SVP_MATCH__HALLMARK_DNA_REPAIR__1",-0.00149334989105098,0.535,0.774519230769231,1,3659
"SVP_MATCH__HALLMARK_DNA_REPAIR__2",-0.00454468457516488,0.711,0.861290322580645,1,3659
"SVP_MATCH__HALLMARK_E2F_TARGETS__1",0.0161297820631005,0.038,0.315,0.997,3659
"SVP_MATCH__HALLMARK_E2F_TARGETS__2",0.00582555581245801,0.266,0.586875,1,3659
"SVP_MATCH__HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION__1",0.00846395538443085,0.179,0.586875,1,3659
"SVP_MATCH__HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION__2",0.00548440610842471,0.256,0.586875,1,3659
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_EARLY__1",-0.00514225221008438,0.712,0.861290322580645,1,3659
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_EARLY__2",0.0087115023166,0.168,0.586875,1,3659
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_LATE__1",0.00230826080249074,0.393,0.67258064516129,1,3659
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_LATE__2",0.0170929106969125,0.042,0.315,0.994,3659
"SVP_MATCH__HALLMARK_FATTY_ACID_METABOLISM__1",-0.00891829474774135,0.801,0.924230769230769,1,3659
"SVP_MATCH__HALLMARK_FATTY_ACID_METABOLISM__2",-0.00946801239223734,0.839,0.925367647058824,1,3659
"SVP_MATCH__HALLMARK_G2M_CHECKPOINT__1",-0.00410277835545514,0.651,0.81375,1,3659
"SVP_MATCH__HALLMARK_G2M_CHECKPOINT__2",0.0157698102661344,0.056,0.35,0.999,3659
"SVP_MATCH__HALLMARK_GLYCOLYSIS__1",0.00259371116101197,0.391,0.67258064516129,1,3659
"SVP_MATCH__HALLMARK_GLYCOLYSIS__2",-0.00613355492798702,0.728,0.866666666666667,1,3659
"SVP_MATCH__HALLMARK_HEDGEHOG_SIGNALING__1",-0.00252828652055895,0.591,0.788495575221239,1,3659
"SVP_MATCH__HALLMARK_HEDGEHOG_SIGNALING__2",0.00208242059153386,0.396,0.67258064516129,1,3659
"SVP_MATCH__HALLMARK_HEME_METABOLISM__1",0.00138471052988034,0.415,0.67258064516129,1,3659
"SVP_MATCH__HALLMARK_HEME_METABOLISM__2",0.00508817578548794,0.293,0.586875,1,3659
"SVP_MATCH__HALLMARK_HYPOXIA__1",0.0128294359510224,0.089,0.494444444444444,1,3659
"SVP_MATCH__HALLMARK_HYPOXIA__2",0.00400720562539226,0.313,0.586875,1,3659
"SVP_MATCH__HALLMARK_IL2_STAT5_SIGNALING__1",-0.00736445774352999,0.78,0.906976744186047,1,3659
"SVP_MATCH__HALLMARK_IL2_STAT5_SIGNALING__2",-0.0131277412429979,0.914,0.932432432432433,1,3659
"SVP_MATCH__HALLMARK_IL6_JAK_STAT3_SIGNALING__1",-4.29524530146299e-05,0.472,0.7375,1,3659
"SVP_MATCH__HALLMARK_IL6_JAK_STAT3_SIGNALING__2",-0.00875542933014711,0.815,0.924812030075188,1,3659
"SVP_MATCH__HALLMARK_INFLAMMATORY_RESPONSE__1",-0.0131417434451779,0.92,0.932432432432433,1,3659
"SVP_MATCH__HALLMARK_INFLAMMATORY_RESPONSE__2",0.00425837046190196,0.311,0.586875,1,3659
"SVP_MATCH__HALLMARK_INTERFERON_ALPHA_RESPONSE__1",-0.00184565145018442,0.568,0.788495575221239,1,3659
"SVP_MATCH__HALLMARK_INTERFERON_ALPHA_RESPONSE__2",0.00446879959596775,0.326,0.603703703703704,1,3659
"SVP_MATCH__HALLMARK_INTERFERON_GAMMA_RESPONSE__1",-0.00259674890368963,0.612,0.800847457627119,1,3659
"SVP_MATCH__HALLMARK_INTERFERON_GAMMA_RESPONSE__2",-0.0118106084185217,0.883,0.927739726027397,1,3659
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_DN__1",0.00178425803346731,0.408,0.67258064516129,1,3659
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_DN__2",-0.00271913640316935,0.63,0.800847457627119,1,3659
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_UP__1",-0.0115510763108844,0.887,0.927739726027397,1,3659
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_UP__2",0.00776433402590341,0.199,0.586875,1,3659
"SVP_MATCH__HALLMARK_MITOTIC_SPINDLE__1",0.0232499714646429,0.01,0.183333333333333,0.663,3659
"SVP_MATCH__HALLMARK_MITOTIC_SPINDLE__2",0.00538644979246222,0.279,0.586875,1,3659
"SVP_MATCH__HALLMARK_MTORC1_SIGNALING__1",0.00583342225291048,0.261,0.586875,1,3659
"SVP_MATCH__HALLMARK_MTORC1_SIGNALING__2",0.00201666228024385,0.408,0.67258064516129,1,3659
"SVP_MATCH__HALLMARK_MYC_TARGETS_V1__1",0.00748304100965307,0.181,0.586875,1,3659
"SVP_MATCH__HALLMARK_MYC_TARGETS_V1__2",0.0135228218994048,0.069,0.409615384615385,1,3659
"SVP_MATCH__HALLMARK_MYC_TARGETS_V2__1",0.00764322902151263,0.216,0.586875,1,3659
"SVP_MATCH__HALLMARK_MYC_TARGETS_V2__2",0.00678089069006748,0.23,0.586875,1,3659
"SVP_MATCH__HALLMARK_MYOGENESIS__1",0.00709855118296948,0.195,0.586875,1,3659
"SVP_MATCH__HALLMARK_MYOGENESIS__2",0.008818082558167,0.181,0.586875,1,3659
"SVP_MATCH__HALLMARK_NOTCH_SIGNALING__1",-0.00172322861418337,0.568,0.788495575221239,1,3659
"SVP_MATCH__HALLMARK_NOTCH_SIGNALING__2",0.0105916602340883,0.107,0.573214285714286,1,3659
"SVP_MATCH__HALLMARK_OXIDATIVE_PHOSPHORYLATION__1",-0.00477123039027403,0.692,0.850819672131148,1,3659
"SVP_MATCH__HALLMARK_OXIDATIVE_PHOSPHORYLATION__2",-0.0126635451608767,0.893,0.927739726027397,1,3659
"SVP_MATCH__HALLMARK_P53_PATHWAY__1",0.00180203506456707,0.4,0.67258064516129,1,3659
"SVP_MATCH__HALLMARK_P53_PATHWAY__2",0.00437958128321306,0.311,0.586875,1,3659
"SVP_MATCH__HALLMARK_PANCREAS_BETA_CELLS__1",0.000300771192001707,0.484,0.740816326530612,1,3659
"SVP_MATCH__HALLMARK_PANCREAS_BETA_CELLS__2",0.00426999979519851,0.276,0.586875,1,3659
"SVP_MATCH__HALLMARK_PEROXISOME__1",0.00149748342287785,0.417,0.67258064516129,1,3659
"SVP_MATCH__HALLMARK_PEROXISOME__2",0.0156024008755812,0.049,0.334090909090909,0.999,3659
"SVP_MATCH__HALLMARK_PI3K_AKT_MTOR_SIGNALING__1",0.00167845345431351,0.391,0.67258064516129,1,3659
"SVP_MATCH__HALLMARK_PI3K_AKT_MTOR_SIGNALING__2",0.00519074638568719,0.282,0.586875,1,3659
"SVP_MATCH__HALLMARK_PROTEIN_SECRETION__1",-0.0028097398262915,0.644,0.811764705882353,1,3659
"SVP_MATCH__HALLMARK_PROTEIN_SECRETION__2",-0.00493453515696965,0.681,0.844214876033058,1,3659
"SVP_MATCH__HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY__1",0.00700685999913478,0.206,0.586875,1,3659
"SVP_MATCH__HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY__2",-0.00377651879045894,0.622,0.800847457627119,1,3659
"SVP_MATCH__HALLMARK_SPERMATOGENESIS__1",0.0106287673507204,0.117,0.586875,1,3659
"SVP_MATCH__HALLMARK_SPERMATOGENESIS__2",0.00678488954781527,0.216,0.586875,1,3659
"SVP_MATCH__HALLMARK_TGF_BETA_SIGNALING__1",0.00661382287417456,0.234,0.586875,1,3659
"SVP_MATCH__HALLMARK_TGF_BETA_SIGNALING__2",0.00602201871678917,0.258,0.586875,1,3659
"SVP_MATCH__HALLMARK_TNFA_SIGNALING_VIA_NFKB__1",0.0071632740802162,0.228,0.586875,1,3659
"SVP_MATCH__HALLMARK_TNFA_SIGNALING_VIA_NFKB__2",0.0184893637755834,0.029,0.29,0.977,3659
"SVP_MATCH__HALLMARK_UNFOLDED_PROTEIN_RESPONSE__1",0.00631973890283295,0.245,0.586875,1,3659
"SVP_MATCH__HALLMARK_UNFOLDED_PROTEIN_RESPONSE__2",-0.000457883270321483,0.493,0.746969696969697,1,3659
"SVP_MATCH__HALLMARK_UV_RESPONSE_DN__1",0.00559079245840741,0.238,0.586875,1,3659
"SVP_MATCH__HALLMARK_UV_RESPONSE_DN__2",-0.00863156076250616,0.814,0.924812030075188,1,3659
"SVP_MATCH__HALLMARK_UV_RESPONSE_UP__1",0.00187506987357679,0.409,0.67258064516129,1,3659
"SVP_MATCH__HALLMARK_UV_RESPONSE_UP__2",0.00686987409202911,0.219,0.586875,1,3659
"SVP_MATCH__HALLMARK_WNT_BETA_CATENIN_SIGNALING__1",0.00707765884626415,0.207,0.586875,1,3659
"SVP_MATCH__HALLMARK_WNT_BETA_CATENIN_SIGNALING__2",-0.0212460472750108,0.983,0.983,1,3659
"SVP_MATCH__HALLMARK_XENOBIOTIC_METABOLISM__1",0.0151053900234976,0.052,0.339130434782609,0.999,3659
"SVP_MATCH__HALLMARK_XENOBIOTIC_METABOLISM__2",0.00780687566542663,0.186,0.586875,1,3659
