"pathway","stat","p_perm","p_adj_BH","p_adj_wy","n_spots"
"SVP_MATCH__HALLMARK_BILE_ACID_METABOLISM__2",0.224134810528025,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_CHOLESTEROL_HOMEOSTASIS__1",0.284212673074264,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_CHOLESTEROL_HOMEOSTASIS__2",0.309833120588028,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_COAGULATION__1",0.272906445131984,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_COAGULATION__2",0.292066941208906,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_COMPLEMENT__1",0.363158240516011,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_COMPLEMENT__2",0.374695535340776,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_DNA_REPAIR__1",0.368148605163056,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_DNA_REPAIR__2",0.408507934688115,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_E2F_TARGETS__1",0.347070399624161,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_E2F_TARGETS__2",0.351361297302986,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION__1",0.375451803868894,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION__2",0.335864134819565,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_EARLY__1",0.375856219894088,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_EARLY__2",0.362649494347983,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_LATE__1",0.379282186630837,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_LATE__2",0.428914643177428,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_FATTY_ACID_METABOLISM__1",0.422516799992005,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_FATTY_ACID_METABOLISM__2",0.40016882016284,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_G2M_CHECKPOINT__1",0.352770332912272,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_G2M_CHECKPOINT__2",0.368252836396046,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_GLYCOLYSIS__1",0.414418718720241,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_GLYCOLYSIS__2",0.398206490414288,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_HEDGEHOG_SIGNALING__1",0.138746968974839,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_HEDGEHOG_SIGNALING__2",0.197512654685187,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_HEME_METABOLISM__1",0.376545480572269,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_HEME_METABOLISM__2",0.370675453258347,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_HYPOXIA__1",0.367117909304245,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_HYPOXIA__2",0.402673486848447,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_IL2_STAT5_SIGNALING__1",0.330832535847427,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_IL2_STAT5_SIGNALING__2",0.356890496719875,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_IL6_JAK_STAT3_SIGNALING__1",0.0716234513343196,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_IL6_JAK_STAT3_SIGNALING__2",0.0711355211410541,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_INFLAMMATORY_RESPONSE__1",0.206599526730224,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_INFLAMMATORY_RESPONSE__2",0.252707884207321,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_INTERFERON_ALPHA_RESPONSE__1",0.192429023376408,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_INTERFERON_ALPHA_RESPONSE__2",0.171379726658041,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_INTERFERON_GAMMA_RESPONSE__1",0.261420941072963,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_INTERFERON_GAMMA_RESPONSE__2",0.272304780296971,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_DN__1",0.254576154766763,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_DN__2",0.235645805695987,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_UP__1",0.297008934869843,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_UP__2",0.297808771631074,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_MITOTIC_SPINDLE__1",0.444715020374571,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_MITOTIC_SPINDLE__2",0.44479195422011,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_MTORC1_SIGNALING__1",0.490804670281362,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_MTORC1_SIGNALING__2",0.476850195331087,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_MYC_TARGETS_V1__1",0.559684471855192,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_MYC_TARGETS_V1__2",0.540582861219896,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_MYC_TARGETS_V2__1",0.190640900392736,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_MYC_TARGETS_V2__2",0.188851132731633,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_MYOGENESIS__1",0.390784185757983,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_MYOGENESIS__2",0.443305579410393,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_NOTCH_SIGNALING__1",0.0756875508850466,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_NOTCH_SIGNALING__2",0.139251820527945,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_OXIDATIVE_PHOSPHORYLATION__1",0.579217146855689,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_OXIDATIVE_PHOSPHORYLATION__2",0.591478445149173,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_P53_PATHWAY__1",0.384915570900266,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_P53_PATHWAY__2",0.391601625616253,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_PANCREAS_BETA_CELLS__1",0.161098030657017,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_PANCREAS_BETA_CELLS__2",0.148758410965855,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_PEROXISOME__1",0.299113075408534,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_PEROXISOME__2",0.333154148021888,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_PI3K_AKT_MTOR_SIGNALING__1",0.348914576801587,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_PI3K_AKT_MTOR_SIGNALING__2",0.359826855345434,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_PROTEIN_SECRETION__1",0.363830849379929,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_PROTEIN_SECRETION__2",0.339585348834223,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY__1",0.294614356122195,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY__2",0.300831042947387,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_SPERMATOGENESIS__1",0.234349664085043,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_SPERMATOGENESIS__2",0.225596609291076,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_TGF_BETA_SIGNALING__1",0.206820747844489,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_TGF_BETA_SIGNALING__2",0.201728864236155,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_TNFA_SIGNALING_VIA_NFKB__1",0.338290324393359,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_TNFA_SIGNALING_VIA_NFKB__2",0.324358416995502,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_UNFOLDED_PROTEIN_RESPONSE__1",0.371378197165789,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_UNFOLDED_PROTEIN_RESPONSE__2",0.408053499633656,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_UV_RESPONSE_DN__1",0.386174606651955,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_UV_RESPONSE_DN__2",0.371643094799275,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_UV_RESPONSE_UP__1",0.406239411290456,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_UV_RESPONSE_UP__2",0.431464484000556,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_WNT_BETA_CATENIN_SIGNALING__1",0.11283749793625,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_WNT_BETA_CATENIN_SIGNALING__2",0.0887534939264983,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_XENOBIOTIC_METABOLISM__1",0.384697920124048,0.001,0.001,0.001,3659
"SVP_MATCH__HALLMARK_XENOBIOTIC_METABOLISM__2",0.364476474842379,0.001,0.001,0.001,3659
