"pathway","stat","stat_matched_med","stat_matched_mad","z_matched","n_matched","p_matched","p_adj_BH","n_spots"
"HALLMARK_FATTY_ACID_METABOLISM",0.436846516642053,0.418867670760125,0.0191687310221233,0.937925721905002,1999,0.186,1,3659
"HALLMARK_G2M_CHECKPOINT",0.330109960467664,0.336801712948165,0.0195632979742046,-0.342056461508955,1999,0.6375,1,3659
"HALLMARK_GLYCOLYSIS",0.419966416366912,0.411223757440748,0.0191694883184601,0.456071585267338,1999,0.3165,1,3659
"HALLMARK_HEDGEHOG_SIGNALING",0.201016283887839,0.172309221856421,0.0275415564204898,1.04231807357338,1999,0.1495,1,3659
"HALLMARK_HEME_METABOLISM",0.428064533652039,0.411410755328382,0.0173884058036623,0.957751878562056,1999,0.179,1,3659
"HALLMARK_HYPOXIA",0.355779967501688,0.403210020759525,0.0195959373782585,-2.42040236924112,1999,0.9895,1,3659
"HALLMARK_IL2_STAT5_SIGNALING",0.291935168349231,0.325520140220238,0.0206211862999915,-1.62866342325904,1999,0.9375,1,3659
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.088228074853814,0.107232935040072,0.016700775212442,-1.13796275589048,1999,0.871,1,3659
"HALLMARK_INFLAMMATORY_RESPONSE",0.184764284929329,0.226157575843683,0.020879097470609,-1.98252299806651,1999,0.968,1,3659
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.196041321545207,0.192527622304794,0.0225891659160878,0.155547984970535,1999,0.4325,1,3659
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.242152138243374,0.27615310396118,0.0197023465944579,-1.7257317830035,1999,0.949,1,3659
"HALLMARK_KRAS_SIGNALING_DN",0.23655926180488,0.251978633493351,0.022102029510153,-0.697645059309492,1999,0.7695,1,3659
"HALLMARK_KRAS_SIGNALING_UP",0.32814824738251,0.314201431277533,0.0201647843280679,0.691642215362785,1999,0.247,1,3659
"HALLMARK_MITOTIC_SPINDLE",0.43033565570742,0.424515876917453,0.0179913196181151,0.323477038566272,1999,0.365,1,3659
"HALLMARK_MTORC1_SIGNALING",0.503616261537904,0.49184630128869,0.0159224518759458,0.739205264422561,1999,0.2175,1,3659
"HALLMARK_MYC_TARGETS_V1",0.561438594222012,0.566157105949835,0.0144873272407768,-0.325699257661668,1999,0.6175,1,3659
"HALLMARK_MYC_TARGETS_V2",0.198709753963149,0.164424822967117,0.0214780809492615,1.59627534121993,1999,0.051,0.84,3659
"HALLMARK_MYOGENESIS",0.3329107851162,0.414666903041639,0.0203178175326613,-4.02386318284506,1999,1,1,3659
"HALLMARK_NOTCH_SIGNALING",0.0580718377266256,0.100942187197726,0.0188260111860521,-2.27718708160878,1999,0.9845,1,3659
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.648882283106553,0.600051201280609,0.0132199298583253,3.69374742145034,1999,5e-04,0.025,3659
"HALLMARK_P53_PATHWAY",0.365255354301018,0.392470078631605,0.0182391325319601,-1.49210628756049,1999,0.9235,1,3659
"HALLMARK_PANCREAS_BETA_CELLS",0.173410152584088,0.149969568560138,0.0270900901241723,0.865282615026584,1999,0.195,1,3659
"HALLMARK_PEROXISOME",0.31336244424784,0.311807029542594,0.0225954993990482,0.0688373679101935,1999,0.471,1,3659
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.35990862553047,0.368467819059795,0.0240962813291677,-0.355208067684895,1999,0.6385,1,3659
"HALLMARK_PROTEIN_SECRETION",0.417668231476894,0.387429667460206,0.021879219739951,1.38206775086562,1999,0.0805,0.84,3659
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.370549040925039,0.304029268235672,0.0292840093745698,2.27153911332691,1999,0.0085,0.2125,3659
"HALLMARK_SPERMATOGENESIS",0.225347677127701,0.219413517900841,0.0217843651898731,0.272404505485399,1999,0.393,1,3659
"HALLMARK_TGF_BETA_SIGNALING",0.147006818806098,0.208681739999047,0.0230706902083482,-2.67330195308297,1999,0.9945,1,3659
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.23899290073278,0.305390158082319,0.0196905595693853,-3.37203506663023,1999,1,1,3659
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.366384779556377,0.371686924555994,0.0210238581269604,-0.252196574367978,1999,0.594,1,3659
"HALLMARK_UV_RESPONSE_DN",0.335564311240944,0.376132546827927,0.0196185821215326,-2.06784747927613,1999,0.982,1,3659
"HALLMARK_UV_RESPONSE_UP",0.412618895649545,0.417773123388423,0.0194138577516229,-0.265492196595874,1999,0.6065,1,3659
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.0931775771182509,0.110722458609656,0.0190650843892319,-0.920262461639777,1999,0.8275,1,3659
"HALLMARK_XENOBIOTIC_METABOLISM",0.349701270484038,0.381693989794918,0.0200314923271031,-1.59712111251909,1999,0.9355,1,3659
