"pathway","stat","p_perm","p_adj_BH","p_adj_wy","n_spots"
"SVP_MATCH__HALLMARK_ALLOGRAFT_REJECTION__2",0.0253551649311086,0.003,0.00681818181818182,0.423,3659
"SVP_MATCH__HALLMARK_ANDROGEN_RESPONSE__1",-0.000625326651507256,0.525,0.546875,1,3659
"SVP_MATCH__HALLMARK_ANDROGEN_RESPONSE__2",0.0286865719859596,0.002,0.00491803278688525,0.176,3659
"SVP_MATCH__HALLMARK_ANGIOGENESIS__1",0.0110590755496786,0.114,0.141322314049587,1,3659
"SVP_MATCH__HALLMARK_ANGIOGENESIS__2",0.0230204225544266,0.016,0.0282352941176471,0.679,3659
"SVP_MATCH__HALLMARK_APICAL_JUNCTION__1",0.0196194624192472,0.012,0.0225,0.926,3659
"SVP_MATCH__HALLMARK_APICAL_JUNCTION__2",0.0428594033256197,0.001,0.00277777777777778,0.003,3659
"SVP_MATCH__HALLMARK_APICAL_SURFACE__1",0.0224326046608407,0.013,0.023780487804878,0.737,3659
"SVP_MATCH__HALLMARK_APICAL_SURFACE__2",0.0113130112597067,0.102,0.129661016949153,1,3659
"SVP_MATCH__HALLMARK_APOPTOSIS__1",0.0168836559594502,0.033,0.0526595744680851,0.992,3659
"SVP_MATCH__HALLMARK_APOPTOSIS__2",0.00832779243312955,0.204,0.235384615384615,1,3659
"SVP_MATCH__HALLMARK_BILE_ACID_METABOLISM__1",0.0141718506695454,0.058,0.0820754716981132,0.999,3659
"SVP_MATCH__HALLMARK_BILE_ACID_METABOLISM__2",0.00538780200338659,0.269,0.305681818181818,1,3659
"SVP_MATCH__HALLMARK_CHOLESTEROL_HOMEOSTASIS__1",0.00647893687693323,0.219,0.250763358778626,1,3659
"SVP_MATCH__HALLMARK_CHOLESTEROL_HOMEOSTASIS__2",0.0148047156834464,0.058,0.0820754716981132,0.999,3659
"SVP_MATCH__HALLMARK_COAGULATION__1",-0.00804693657758385,0.802,0.807382550335571,1,3659
"SVP_MATCH__HALLMARK_COAGULATION__2",0.00551636703838293,0.275,0.31015037593985,1,3659
"SVP_MATCH__HALLMARK_COMPLEMENT__1",0.00968624649818155,0.144,0.174193548387097,1,3659
"SVP_MATCH__HALLMARK_COMPLEMENT__2",0.0277389969595279,0.004,0.00857142857142857,0.244,3659
"SVP_MATCH__HALLMARK_DNA_REPAIR__1",0.0246987952280556,0.005,0.0105633802816901,0.492,3659
"SVP_MATCH__HALLMARK_DNA_REPAIR__2",0.0143803755701165,0.065,0.0911214953271028,0.999,3659
"SVP_MATCH__HALLMARK_E2F_TARGETS__1",0.0418059980910143,0.001,0.00277777777777778,0.004,3659
"SVP_MATCH__HALLMARK_E2F_TARGETS__2",0.0359622224790776,0.001,0.00277777777777778,0.016,3659
"SVP_MATCH__HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION__1",0.0374230908574686,0.001,0.00277777777777778,0.008,3659
"SVP_MATCH__HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION__2",0.0261793039282992,0.004,0.00857142857142857,0.341,3659
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_EARLY__1",0.0273985795661597,0.002,0.00491803278688525,0.261,3659
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_EARLY__2",0.0418578807111911,0.001,0.00277777777777778,0.004,3659
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_LATE__1",0.0221529429641072,0.009,0.0177631578947368,0.756,3659
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_LATE__2",0.0249188041578876,0.008,0.0164383561643836,0.473,3659
"SVP_MATCH__HALLMARK_FATTY_ACID_METABOLISM__1",-0.0027680060298643,0.604,0.616326530612245,1,3659
"SVP_MATCH__HALLMARK_FATTY_ACID_METABOLISM__2",0.0134722451383032,0.075,0.100446428571429,0.999,3659
"SVP_MATCH__HALLMARK_G2M_CHECKPOINT__1",0.0132361098755656,0.073,0.0986486486486486,0.999,3659
"SVP_MATCH__HALLMARK_G2M_CHECKPOINT__2",0.0401525065449434,0.001,0.00277777777777778,0.007,3659
"SVP_MATCH__HALLMARK_GLYCOLYSIS__1",0.0467130741970986,0.001,0.00277777777777778,0.002,3659
"SVP_MATCH__HALLMARK_GLYCOLYSIS__2",0.0149095901042179,0.045,0.0681818181818182,0.999,3659
"SVP_MATCH__HALLMARK_HEDGEHOG_SIGNALING__1",0.000225185485827704,0.485,0.508741258741259,1,3659
"SVP_MATCH__HALLMARK_HEDGEHOG_SIGNALING__2",0.00860027361140678,0.157,0.1884,1,3659
"SVP_MATCH__HALLMARK_HEME_METABOLISM__1",0.0324928144940698,0.003,0.00681818181818182,0.059,3659
"SVP_MATCH__HALLMARK_HEME_METABOLISM__2",0.0445097806283431,0.001,0.00277777777777778,0.002,3659
"SVP_MATCH__HALLMARK_HYPOXIA__1",0.046033592223933,0.001,0.00277777777777778,0.002,3659
"SVP_MATCH__HALLMARK_HYPOXIA__2",0.019995683614616,0.009,0.0177631578947368,0.907,3659
"SVP_MATCH__HALLMARK_IL2_STAT5_SIGNALING__1",0.0219220808138773,0.007,0.0145833333333333,0.774,3659
"SVP_MATCH__HALLMARK_IL2_STAT5_SIGNALING__2",0.0128681286309039,0.087,0.113478260869565,1,3659
"SVP_MATCH__HALLMARK_IL6_JAK_STAT3_SIGNALING__1",0.00169894172182214,0.406,0.441304347826087,1,3659
"SVP_MATCH__HALLMARK_IL6_JAK_STAT3_SIGNALING__2",0.00357443307846974,0.328,0.361764705882353,1,3659
"SVP_MATCH__HALLMARK_INFLAMMATORY_RESPONSE__1",0.000538192510971104,0.455,0.484042553191489,1,3659
"SVP_MATCH__HALLMARK_INFLAMMATORY_RESPONSE__2",0.0350374747548468,0.001,0.00277777777777778,0.024,3659
"SVP_MATCH__HALLMARK_INTERFERON_ALPHA_RESPONSE__1",0.00496329264972331,0.281,0.31455223880597,1,3659
"SVP_MATCH__HALLMARK_INTERFERON_ALPHA_RESPONSE__2",0.0192562896400783,0.021,0.035,0.94,3659
"SVP_MATCH__HALLMARK_INTERFERON_GAMMA_RESPONSE__1",0.0180339854132978,0.03,0.0483870967741935,0.976,3659
"SVP_MATCH__HALLMARK_INTERFERON_GAMMA_RESPONSE__2",0.008100722200189,0.17,0.202380952380952,1,3659
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_DN__1",0.015180998098909,0.05,0.0735294117647059,0.999,3659
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_DN__2",0.0133043453007537,0.085,0.111842105263158,0.999,3659
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_UP__1",-0.00207926464515779,0.575,0.594827586206897,1,3659
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_UP__2",0.0305109005702077,0.002,0.00491803278688525,0.101,3659
"SVP_MATCH__HALLMARK_MITOTIC_SPINDLE__1",0.0844501840782391,0.001,0.00277777777777778,0.001,3659
"SVP_MATCH__HALLMARK_MITOTIC_SPINDLE__2",0.0306389759378708,0.002,0.00491803278688525,0.097,3659
"SVP_MATCH__HALLMARK_MTORC1_SIGNALING__1",0.0324986950329489,0.003,0.00681818181818182,0.059,3659
"SVP_MATCH__HALLMARK_MTORC1_SIGNALING__2",0.0222915202278273,0.011,0.0211538461538462,0.747,3659
"SVP_MATCH__HALLMARK_MYC_TARGETS_V1__1",0.0201181788653314,0.017,0.0296511627906977,0.907,3659
"SVP_MATCH__HALLMARK_MYC_TARGETS_V1__2",0.0672105634972357,0.001,0.00277777777777778,0.001,3659
"SVP_MATCH__HALLMARK_MYC_TARGETS_V2__1",0.017585955392851,0.037,0.0572164948453608,0.981,3659
"SVP_MATCH__HALLMARK_MYC_TARGETS_V2__2",0.0223088138933657,0.011,0.0211538461538462,0.746,3659
"SVP_MATCH__HALLMARK_MYOGENESIS__1",0.0197455154936116,0.019,0.0323863636363636,0.919,3659
"SVP_MATCH__HALLMARK_MYOGENESIS__2",0.0311547551865779,0.002,0.00491803278688525,0.082,3659
"SVP_MATCH__HALLMARK_NOTCH_SIGNALING__1",0.00484919805101883,0.291,0.323333333333333,1,3659
"SVP_MATCH__HALLMARK_NOTCH_SIGNALING__2",0.0205415050414235,0.015,0.0267857142857143,0.879,3659
"SVP_MATCH__HALLMARK_OXIDATIVE_PHOSPHORYLATION__1",0.055950277799137,0.001,0.00277777777777778,0.001,3659
"SVP_MATCH__HALLMARK_OXIDATIVE_PHOSPHORYLATION__2",0.0606741593942848,0.001,0.00277777777777778,0.001,3659
"SVP_MATCH__HALLMARK_P53_PATHWAY__1",0.0452419578658835,0.001,0.00277777777777778,0.002,3659
"SVP_MATCH__HALLMARK_P53_PATHWAY__2",0.0142457009608672,0.056,0.0807692307692308,0.999,3659
"SVP_MATCH__HALLMARK_PANCREAS_BETA_CELLS__1",0.013233310775126,0.091,0.117672413793103,0.999,3659
"SVP_MATCH__HALLMARK_PANCREAS_BETA_CELLS__2",0.0076360643605222,0.195,0.226744186046512,1,3659
"SVP_MATCH__HALLMARK_PEROXISOME__1",0.0171121319004455,0.041,0.0627551020408163,0.989,3659
"SVP_MATCH__HALLMARK_PEROXISOME__2",0.0364865965695299,0.001,0.00277777777777778,0.011,3659
"SVP_MATCH__HALLMARK_PI3K_AKT_MTOR_SIGNALING__1",0.00769009766440927,0.175,0.206692913385827,1,3659
"SVP_MATCH__HALLMARK_PI3K_AKT_MTOR_SIGNALING__2",0.0155542169770849,0.05,0.0735294117647059,0.999,3659
"SVP_MATCH__HALLMARK_PROTEIN_SECRETION__1",0.0124383360759669,0.103,0.129831932773109,1,3659
"SVP_MATCH__HALLMARK_PROTEIN_SECRETION__2",0.00101085923714445,0.436,0.467142857142857,1,3659
"SVP_MATCH__HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY__1",0.0139533400138701,0.072,0.0981818181818182,0.999,3659
"SVP_MATCH__HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY__2",0.00190383891150235,0.404,0.441304347826087,1,3659
"SVP_MATCH__HALLMARK_SPERMATOGENESIS__1",0.0195378144612727,0.026,0.0423913043478261,0.928,3659
"SVP_MATCH__HALLMARK_SPERMATOGENESIS__2",0.0136701844117073,0.072,0.0981818181818182,0.999,3659
"SVP_MATCH__HALLMARK_TGF_BETA_SIGNALING__1",0.0123525212391117,0.107,0.13375,1,3659
"SVP_MATCH__HALLMARK_TGF_BETA_SIGNALING__2",0.0101765319085626,0.135,0.164634146341463,1,3659
"SVP_MATCH__HALLMARK_TNFA_SIGNALING_VIA_NFKB__1",0.0625200741194845,0.001,0.00277777777777778,0.001,3659
"SVP_MATCH__HALLMARK_TNFA_SIGNALING_VIA_NFKB__2",0.0383280791741019,0.001,0.00277777777777778,0.008,3659
"SVP_MATCH__HALLMARK_UNFOLDED_PROTEIN_RESPONSE__1",0.0199012882188373,0.018,0.0310344827586207,0.909,3659
"SVP_MATCH__HALLMARK_UNFOLDED_PROTEIN_RESPONSE__2",0.0210275444028779,0.009,0.0177631578947368,0.845,3659
"SVP_MATCH__HALLMARK_UV_RESPONSE_DN__1",0.040818164553767,0.001,0.00277777777777778,0.005,3659
"SVP_MATCH__HALLMARK_UV_RESPONSE_DN__2",0.0135778238520236,0.068,0.0944444444444444,0.999,3659
"SVP_MATCH__HALLMARK_UV_RESPONSE_UP__1",0.0166518313791522,0.037,0.0572164948453608,0.994,3659
"SVP_MATCH__HALLMARK_UV_RESPONSE_UP__2",0.026667493871741,0.004,0.00857142857142857,0.31,3659
"SVP_MATCH__HALLMARK_WNT_BETA_CATENIN_SIGNALING__1",0.0143835872778831,0.056,0.0807692307692308,0.999,3659
"SVP_MATCH__HALLMARK_WNT_BETA_CATENIN_SIGNALING__2",-0.0191974525341892,0.972,0.972,1,3659
"SVP_MATCH__HALLMARK_XENOBIOTIC_METABOLISM__1",0.0340547805754891,0.001,0.00277777777777778,0.033,3659
"SVP_MATCH__HALLMARK_XENOBIOTIC_METABOLISM__2",0.0159490115421153,0.035,0.0552631578947368,0.998,3659
