"pathway","stat","stat_matched_med","stat_matched_mad","z_matched","n_matched","p_matched","p_adj_BH","n_spots"
"HALLMARK_MTORC1_SIGNALING",0.00621912314881913,0.00264456013841485,0.00967727536868384,0.369377006876518,1999,0.3615,0.583870967741935,3659
"HALLMARK_MYC_TARGETS_V1",0.00464861108916018,0.00391467176907166,0.00930700833466879,0.0788587797170632,1999,0.4705,0.691911764705882,3659
"HALLMARK_MYC_TARGETS_V2",0.0252058266095941,-2.69493664157277e-05,0.00988001244979978,2.55392147572862,1999,0.006,0.06,3659
"HALLMARK_MYOGENESIS",0.0169119740547892,0.00208287581298884,0.00939890893557026,1.57774677289185,1999,0.0555,0.186666666666667,3659
"HALLMARK_NOTCH_SIGNALING",-0.00830846111463972,-0.000461276347597304,0.00922430992989129,-0.850706971760965,1999,0.8005,0.901063829787234,3659
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.0295112725198031,0.00534717152106963,0.00974484441526172,2.47968053352286,1999,0.0085,0.0607142857142857,3659
"HALLMARK_P53_PATHWAY",0.0110869208363707,0.0014345808180266,0.00926226587633782,1.04211433219627,1999,0.161,0.486764705882353,3659
"HALLMARK_PANCREAS_BETA_CELLS",-0.00271342038217974,0.000260792082810857,0.00991992036558555,-0.299822211810169,1999,0.622,0.7875,3659
"HALLMARK_PEROXISOME",0.00565021356764873,0.000977626009909329,0.00994190651767912,0.469989086040027,1999,0.328,0.583870967741935,3659
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",-0.0070288635470758,0.00123098634902084,0.00951004402029657,-0.868539607016357,1999,0.8135,0.901063829787234,3659
"HALLMARK_PROTEIN_SECRETION",-0.00722397896749542,0.00200348309466099,0.0094727246737042,-0.974108546379625,1999,0.8295,0.901063829787234,3659
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.00596113350124654,0.000382200096894148,0.00985045818061626,0.566362833287351,1999,0.2965,0.583870967741935,3659
"HALLMARK_SPERMATOGENESIS",-0.00948464957982848,0.000676001038357136,0.00971723847492083,-1.04563149750921,1999,0.847,0.901063829787234,3659
"HALLMARK_TGF_BETA_SIGNALING",-0.0121476482187704,0.000747427376484186,0.0100157037369586,-1.28748572580785,1999,0.8945,0.91,3659
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.0213805957030544,0.00132475815355944,0.00956243145364195,2.09735752321199,1999,0.0175,0.102777777777778,3659
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",-0.00235059417419442,0.000936333229911447,0.00967046262433429,-0.339893501665039,1999,0.65,0.7875,3659
"HALLMARK_UV_RESPONSE_DN",-0.00916153812041625,0.00145991001365615,0.0092836765793994,-1.14409932780743,1999,0.872,0.908333333333333,3659
"HALLMARK_UV_RESPONSE_UP",0.0173365069449102,0.00182573429085256,0.00988489941741268,1.56913813677606,1999,0.0525,0.186666666666667,3659
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.00619974668523677,-0.000226993637675734,0.0093286619251802,0.688924132362998,1999,0.2585,0.583870967741935,3659
"HALLMARK_XENOBIOTIC_METABOLISM",0.0275616375633362,0.00160851942372953,0.0091816891304911,2.82661695149534,1999,0.0075,0.0607142857142857,3659
