"pathway","stat","p_perm","p_adj_BH","p_adj_wy","n_spots"
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_DN__1",0.207166151280674,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_DN__2",0.194409692811508,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_UP__1",0.272741592547792,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_UP__2",0.25152470207938,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_MITOTIC_SPINDLE__1",0.39741750800829,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_MITOTIC_SPINDLE__2",0.351792731264018,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_MTORC1_SIGNALING__1",0.424968368069153,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_MTORC1_SIGNALING__2",0.417778984582156,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_MYC_TARGETS_V1__1",0.493723473526554,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_MYC_TARGETS_V1__2",0.497656620123148,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_MYC_TARGETS_V2__1",0.119259000508273,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_MYC_TARGETS_V2__2",0.142178312444052,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_MYOGENESIS__1",0.331706269389815,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_MYOGENESIS__2",0.333143133553064,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_NOTCH_SIGNALING__1",0.109298465699666,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_NOTCH_SIGNALING__2",0.0889313942323088,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_OXIDATIVE_PHOSPHORYLATION__1",0.486598371383918,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_OXIDATIVE_PHOSPHORYLATION__2",0.500661113270535,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_P53_PATHWAY__1",0.331449319565793,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_P53_PATHWAY__2",0.328961001157546,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_PANCREAS_BETA_CELLS__1",0.116316795436786,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_PANCREAS_BETA_CELLS__2",0.101317540676752,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_PEROXISOME__1",0.282991841352671,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_PEROXISOME__2",0.258214306584931,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_PI3K_AKT_MTOR_SIGNALING__1",0.267440798272369,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_PI3K_AKT_MTOR_SIGNALING__2",0.371299411160172,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_PROTEIN_SECRETION__1",0.31041391574276,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_PROTEIN_SECRETION__2",0.35093366619483,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY__1",0.241979073609586,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY__2",0.272075716507274,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_SPERMATOGENESIS__1",0.195155116329589,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_SPERMATOGENESIS__2",0.21915733405645,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_TGF_BETA_SIGNALING__1",0.160350887750179,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_TGF_BETA_SIGNALING__2",0.159657587138663,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_TNFA_SIGNALING_VIA_NFKB__1",0.251964288852098,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_TNFA_SIGNALING_VIA_NFKB__2",0.262767972222353,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_UNFOLDED_PROTEIN_RESPONSE__1",0.296588613674632,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_UNFOLDED_PROTEIN_RESPONSE__2",0.295295250513046,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_UV_RESPONSE_DN__1",0.328840494460299,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_UV_RESPONSE_DN__2",0.312897083823868,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_UV_RESPONSE_UP__1",0.381025186823855,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_UV_RESPONSE_UP__2",0.32066945023478,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_WNT_BETA_CATENIN_SIGNALING__1",0.0653314510844053,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_WNT_BETA_CATENIN_SIGNALING__2",0.0928131353212623,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_XENOBIOTIC_METABOLISM__1",0.349504467744968,0.001,0.001,0.001,3636
"SVP_MATCH__HALLMARK_XENOBIOTIC_METABOLISM__2",0.312326527626294,0.001,0.001,0.001,3636
