"pathway","stat","p_perm","p_adj_BH","p_adj_wy","n_spots"
"SVP_MATCH__HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION__1",0.0371459990439005,0.001,0.00154639175257732,0.012,3636
"SVP_MATCH__HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION__2",0.0717571740102105,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_EARLY__1",0.045062648450138,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_EARLY__2",0.0440475943318374,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_LATE__1",0.0312031925440591,0.002,0.0029126213592233,0.088,3636
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_LATE__2",0.0328110266506759,0.002,0.0029126213592233,0.048,3636
"SVP_MATCH__HALLMARK_FATTY_ACID_METABOLISM__1",0.033247332881383,0.002,0.0029126213592233,0.042,3636
"SVP_MATCH__HALLMARK_FATTY_ACID_METABOLISM__2",-0.0110819917429899,0.88,0.88,1,3636
"SVP_MATCH__HALLMARK_G2M_CHECKPOINT__1",0.036668622652657,0.001,0.00154639175257732,0.013,3636
"SVP_MATCH__HALLMARK_G2M_CHECKPOINT__2",0.033391430387251,0.001,0.00154639175257732,0.04,3636
"SVP_MATCH__HALLMARK_GLYCOLYSIS__1",0.0496910315910374,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_GLYCOLYSIS__2",0.0400232167223084,0.001,0.00154639175257732,0.005,3636
"SVP_MATCH__HALLMARK_HEDGEHOG_SIGNALING__1",0.0107797941708362,0.133,0.147777777777778,1,3636
"SVP_MATCH__HALLMARK_HEDGEHOG_SIGNALING__2",0.00214532620878843,0.401,0.411986301369863,1,3636
"SVP_MATCH__HALLMARK_HEME_METABOLISM__1",0.0851984814484619,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_HEME_METABOLISM__2",0.0428515167112741,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_HYPOXIA__1",0.0239369974563447,0.008,0.0105263157894737,0.599,3636
"SVP_MATCH__HALLMARK_HYPOXIA__2",0.0347687918611343,0.001,0.00154639175257732,0.027,3636
"SVP_MATCH__HALLMARK_IL2_STAT5_SIGNALING__1",0.0182298776253696,0.026,0.0317073170731707,0.981,3636
"SVP_MATCH__HALLMARK_IL2_STAT5_SIGNALING__2",0.0524599146815207,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_IL6_JAK_STAT3_SIGNALING__1",0.0273119307648997,0.003,0.00428571428571429,0.289,3636
"SVP_MATCH__HALLMARK_IL6_JAK_STAT3_SIGNALING__2",0.0312507301770531,0.001,0.00154639175257732,0.085,3636
"SVP_MATCH__HALLMARK_INFLAMMATORY_RESPONSE__1",0.0572057924338911,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_INFLAMMATORY_RESPONSE__2",0.00973277161561672,0.149,0.164338235294118,1,3636
"SVP_MATCH__HALLMARK_INTERFERON_ALPHA_RESPONSE__1",0.0189389075276999,0.02,0.025,0.962,3636
"SVP_MATCH__HALLMARK_INTERFERON_ALPHA_RESPONSE__2",-0.00755089322031461,0.79,0.795302013422819,1,3636
"SVP_MATCH__HALLMARK_INTERFERON_GAMMA_RESPONSE__1",0.0623773904047428,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_INTERFERON_GAMMA_RESPONSE__2",0.0376209979461958,0.001,0.00154639175257732,0.011,3636
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_DN__1",0.0400277613270316,0.001,0.00154639175257732,0.005,3636
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_DN__2",0.0268351631727987,0.004,0.00560747663551402,0.33,3636
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_UP__1",0.0188618340086588,0.024,0.0297520661157025,0.964,3636
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_UP__2",0.0334803187489549,0.001,0.00154639175257732,0.038,3636
"SVP_MATCH__HALLMARK_MITOTIC_SPINDLE__1",0.0417408321368791,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_MITOTIC_SPINDLE__2",0.0222337126611544,0.007,0.00945945945945946,0.766,3636
"SVP_MATCH__HALLMARK_MTORC1_SIGNALING__1",0.0673581838815727,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_MTORC1_SIGNALING__2",0.0846989418461898,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_MYC_TARGETS_V1__1",0.0906187852584616,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_MYC_TARGETS_V1__2",0.13442997899873,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_MYC_TARGETS_V2__1",0.059314655069755,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_MYC_TARGETS_V2__2",-0.000316884638539029,0.5,0.506756756756757,1,3636
"SVP_MATCH__HALLMARK_MYOGENESIS__1",0.02387698736572,0.008,0.0105263157894737,0.605,3636
"SVP_MATCH__HALLMARK_MYOGENESIS__2",0.0870428696816339,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_NOTCH_SIGNALING__1",0.014464578636074,0.064,0.0755905511811024,1,3636
"SVP_MATCH__HALLMARK_NOTCH_SIGNALING__2",0.021565686483102,0.011,0.0139830508474576,0.831,3636
"SVP_MATCH__HALLMARK_OXIDATIVE_PHOSPHORYLATION__1",0.08438101808452,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_OXIDATIVE_PHOSPHORYLATION__2",0.0971379817066629,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_P53_PATHWAY__1",0.0279434205239175,0.002,0.0029126213592233,0.253,3636
"SVP_MATCH__HALLMARK_P53_PATHWAY__2",0.0275127855444218,0.002,0.0029126213592233,0.278,3636
"SVP_MATCH__HALLMARK_PANCREAS_BETA_CELLS__1",0.029208311309804,0.001,0.00154639175257732,0.17,3636
"SVP_MATCH__HALLMARK_PANCREAS_BETA_CELLS__2",0.0319647513071547,0.001,0.00154639175257732,0.067,3636
"SVP_MATCH__HALLMARK_PEROXISOME__1",0.02201926699869,0.016,0.0201680672268908,0.789,3636
"SVP_MATCH__HALLMARK_PEROXISOME__2",0.00724127385940286,0.217,0.2325,1,3636
"SVP_MATCH__HALLMARK_PI3K_AKT_MTOR_SIGNALING__1",0.077450167637887,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_PI3K_AKT_MTOR_SIGNALING__2",0.0814041545363219,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_PROTEIN_SECRETION__1",0.0229611004647859,0.008,0.0105263157894737,0.7,3636
"SVP_MATCH__HALLMARK_PROTEIN_SECRETION__2",0.0360795971284942,0.001,0.00154639175257732,0.021,3636
"SVP_MATCH__HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY__1",0.0433248320930018,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY__2",0.025399939240344,0.007,0.00945945945945946,0.451,3636
"SVP_MATCH__HALLMARK_SPERMATOGENESIS__1",0.00133136906068249,0.409,0.41734693877551,1,3636
"SVP_MATCH__HALLMARK_SPERMATOGENESIS__2",0.0315492078521489,0.001,0.00154639175257732,0.076,3636
"SVP_MATCH__HALLMARK_TGF_BETA_SIGNALING__1",0.00376237312095895,0.317,0.334859154929577,1,3636
"SVP_MATCH__HALLMARK_TGF_BETA_SIGNALING__2",0.0626591174780102,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_TNFA_SIGNALING_VIA_NFKB__1",0.0175734225049179,0.034,0.0404761904761905,0.987,3636
"SVP_MATCH__HALLMARK_TNFA_SIGNALING_VIA_NFKB__2",0.00323028057812525,0.353,0.37027972027972,1,3636
"SVP_MATCH__HALLMARK_UNFOLDED_PROTEIN_RESPONSE__1",0.0307935664676611,0.003,0.00428571428571429,0.101,3636
"SVP_MATCH__HALLMARK_UNFOLDED_PROTEIN_RESPONSE__2",0.0206206932619578,0.011,0.0139830508474576,0.889,3636
"SVP_MATCH__HALLMARK_UV_RESPONSE_DN__1",0.0227098732985186,0.011,0.0139830508474576,0.716,3636
"SVP_MATCH__HALLMARK_UV_RESPONSE_DN__2",0.0520460249119011,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_UV_RESPONSE_UP__1",0.0490353971053221,0.001,0.00154639175257732,0.001,3636
"SVP_MATCH__HALLMARK_UV_RESPONSE_UP__2",0.0372921938848219,0.001,0.00154639175257732,0.012,3636
"SVP_MATCH__HALLMARK_WNT_BETA_CATENIN_SIGNALING__1",0.0119850142895323,0.096,0.109090909090909,1,3636
"SVP_MATCH__HALLMARK_WNT_BETA_CATENIN_SIGNALING__2",0.0182430713219773,0.029,0.0350806451612903,0.981,3636
"SVP_MATCH__HALLMARK_XENOBIOTIC_METABOLISM__1",0.0311571919895449,0.001,0.00154639175257732,0.088,3636
"SVP_MATCH__HALLMARK_XENOBIOTIC_METABOLISM__2",0.137707423313764,0.001,0.00154639175257732,0.001,3636
