"pathway","stat","p_perm","p_adj_BH","p_adj_wy","n_spots"
"SVP_MATCH__HALLMARK_ANDROGEN_RESPONSE__1",0.00200496801142545,0.393,0.67752808988764,1,3636
"SVP_MATCH__HALLMARK_ANDROGEN_RESPONSE__2",0.0131413719129838,0.089,0.370833333333333,1,3636
"SVP_MATCH__HALLMARK_ANGIOGENESIS__1",0.00566359595611357,0.248,0.565217391304348,1,3636
"SVP_MATCH__HALLMARK_ANGIOGENESIS__2",0.00142085374054796,0.424,0.691304347826087,1,3636
"SVP_MATCH__HALLMARK_APICAL_JUNCTION__1",-0.0132220856350893,0.916,0.960839160839161,1,3636
"SVP_MATCH__HALLMARK_APICAL_JUNCTION__2",0.00408526341714463,0.346,0.640740740740741,1,3636
"SVP_MATCH__HALLMARK_APICAL_SURFACE__1",-0.0018681220197597,0.579,0.851470588235294,1,3636
"SVP_MATCH__HALLMARK_APICAL_SURFACE__2",0.00551468422599174,0.284,0.568,1,3636
"SVP_MATCH__HALLMARK_APOPTOSIS__1",0.00816201998812686,0.189,0.533333333333333,1,3636
"SVP_MATCH__HALLMARK_APOPTOSIS__2",-0.0131816008677577,0.913,0.960839160839161,1,3636
"SVP_MATCH__HALLMARK_BILE_ACID_METABOLISM__1",-0.008537532017011,0.825,0.916666666666667,1,3636
"SVP_MATCH__HALLMARK_BILE_ACID_METABOLISM__2",-0.00427632965057396,0.664,0.87755905511811,1,3636
"SVP_MATCH__HALLMARK_CHOLESTEROL_HOMEOSTASIS__1",0.00739981764266119,0.21,0.560526315789474,1,3636
"SVP_MATCH__HALLMARK_CHOLESTEROL_HOMEOSTASIS__2",0.000690971200823778,0.46,0.741935483870968,1,3636
"SVP_MATCH__HALLMARK_COAGULATION__1",-0.0191284089244972,0.975,1,1,3636
"SVP_MATCH__HALLMARK_COAGULATION__2",-0.00351231066326114,0.65,0.87755905511811,1,3636
"SVP_MATCH__HALLMARK_COMPLEMENT__1",-0.0275794875046513,0.997,1,1,3636
"SVP_MATCH__HALLMARK_COMPLEMENT__2",-0.00648826487767818,0.742,0.87755905511811,1,3636
"SVP_MATCH__HALLMARK_DNA_REPAIR__1",0.00270312361068251,0.372,0.664285714285714,1,3636
"SVP_MATCH__HALLMARK_DNA_REPAIR__2",-0.00858929101004534,0.811,0.916666666666667,1,3636
"SVP_MATCH__HALLMARK_E2F_TARGETS__1",-0.00152566886556973,0.559,0.83019801980198,1,3636
"SVP_MATCH__HALLMARK_E2F_TARGETS__2",0.00422677756297253,0.323,0.613291139240506,1,3636
"SVP_MATCH__HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION__1",-0.00940668064047524,0.843,0.929779411764706,1,3636
"SVP_MATCH__HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION__2",2.86916211979005e-05,0.47,0.75,1,3636
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_EARLY__1",0.0146935347073511,0.053,0.3,1,3636
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_EARLY__2",0.011114141995364,0.119,0.457692307692308,1,3636
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_LATE__1",0.0178929728573164,0.032,0.2,0.989,3636
"SVP_MATCH__HALLMARK_ESTROGEN_RESPONSE_LATE__2",0.0028820956008394,0.383,0.668023255813953,1,3636
"SVP_MATCH__HALLMARK_FATTY_ACID_METABOLISM__1",-0.00293006416327852,0.595,0.858571428571429,1,3636
"SVP_MATCH__HALLMARK_FATTY_ACID_METABOLISM__2",-0.0354125369000101,1,1,1,3636
"SVP_MATCH__HALLMARK_G2M_CHECKPOINT__1",-0.00321965025359811,0.616,0.871698113207547,1,3636
"SVP_MATCH__HALLMARK_G2M_CHECKPOINT__2",0.0135322095074229,0.078,0.354545454545455,1,3636
"SVP_MATCH__HALLMARK_GLYCOLYSIS__1",0.00592745584737981,0.26,0.565217391304348,1,3636
"SVP_MATCH__HALLMARK_GLYCOLYSIS__2",0.0071670670760926,0.222,0.564406779661017,1,3636
"SVP_MATCH__HALLMARK_HEDGEHOG_SIGNALING__1",-0.00588528540767215,0.731,0.87755905511811,1,3636
"SVP_MATCH__HALLMARK_HEDGEHOG_SIGNALING__2",-0.00909859423926937,0.823,0.916666666666667,1,3636
"SVP_MATCH__HALLMARK_HEME_METABOLISM__1",0.00862348388927239,0.169,0.533333333333333,1,3636
"SVP_MATCH__HALLMARK_HEME_METABOLISM__2",-0.0115698074860068,0.882,0.958695652173913,1,3636
"SVP_MATCH__HALLMARK_HYPOXIA__1",0.00631723632489441,0.269,0.565540540540541,1,3636
"SVP_MATCH__HALLMARK_HYPOXIA__2",0.00951604262955633,0.142,0.495348837209302,1,3636
"SVP_MATCH__HALLMARK_IL2_STAT5_SIGNALING__1",-0.00621200858855754,0.715,0.87755905511811,1,3636
"SVP_MATCH__HALLMARK_IL2_STAT5_SIGNALING__2",0.00432356834106983,0.337,0.631875,1,3636
"SVP_MATCH__HALLMARK_IL6_JAK_STAT3_SIGNALING__1",-0.00644719485707848,0.724,0.87755905511811,1,3636
"SVP_MATCH__HALLMARK_IL6_JAK_STAT3_SIGNALING__2",0.0194360565498378,0.019,0.157142857142857,0.954,3636
"SVP_MATCH__HALLMARK_INFLAMMATORY_RESPONSE__1",-0.00703131544784161,0.721,0.87755905511811,1,3636
"SVP_MATCH__HALLMARK_INFLAMMATORY_RESPONSE__2",-0.0199835577547422,0.99,1,1,3636
"SVP_MATCH__HALLMARK_INTERFERON_ALPHA_RESPONSE__1",0.00881140189819899,0.187,0.533333333333333,1,3636
"SVP_MATCH__HALLMARK_INTERFERON_ALPHA_RESPONSE__2",-0.00662356601678462,0.759,0.882558139534884,1,3636
"SVP_MATCH__HALLMARK_INTERFERON_GAMMA_RESPONSE__1",0.0100335437390956,0.142,0.495348837209302,1,3636
"SVP_MATCH__HALLMARK_INTERFERON_GAMMA_RESPONSE__2",0.0102416813717943,0.117,0.457692307692308,1,3636
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_DN__1",0.0190312317695846,0.021,0.157142857142857,0.963,3636
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_DN__2",0.012749024330843,0.088,0.370833333333333,1,3636
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_UP__1",0.00282090183230713,0.358,0.646987951807229,1,3636
"SVP_MATCH__HALLMARK_KRAS_SIGNALING_UP__2",0.00691413117144157,0.213,0.560526315789474,1,3636
"SVP_MATCH__HALLMARK_MITOTIC_SPINDLE__1",0.0193523160041224,0.021,0.157142857142857,0.956,3636
"SVP_MATCH__HALLMARK_MITOTIC_SPINDLE__2",-0.0061755389678358,0.743,0.87755905511811,1,3636
"SVP_MATCH__HALLMARK_MTORC1_SIGNALING__1",0.00118089397249543,0.42,0.691304347826087,1,3636
"SVP_MATCH__HALLMARK_MTORC1_SIGNALING__2",0.0287685005190491,0.002,0.0333333333333333,0.178,3636
"SVP_MATCH__HALLMARK_MYC_TARGETS_V1__1",-0.0120116745588928,0.892,0.960839160839161,1,3636
"SVP_MATCH__HALLMARK_MYC_TARGETS_V1__2",0.0150322292005411,0.068,0.333870967741936,1,3636
"SVP_MATCH__HALLMARK_MYC_TARGETS_V2__1",0.0113573736980891,0.128,0.48,1,3636
"SVP_MATCH__HALLMARK_MYC_TARGETS_V2__2",-0.00643292751518278,0.751,0.880078125,1,3636
"SVP_MATCH__HALLMARK_MYOGENESIS__1",-0.00450119855542263,0.687,0.87755905511811,1,3636
"SVP_MATCH__HALLMARK_MYOGENESIS__2",0.0174217931369713,0.022,0.157142857142857,0.992,3636
"SVP_MATCH__HALLMARK_NOTCH_SIGNALING__1",0.00838305299405335,0.182,0.533333333333333,1,3636
"SVP_MATCH__HALLMARK_NOTCH_SIGNALING__2",0.00544455090295213,0.259,0.565217391304348,1,3636
"SVP_MATCH__HALLMARK_OXIDATIVE_PHOSPHORYLATION__1",-0.00339179694117086,0.601,0.858571428571429,1,3636
"SVP_MATCH__HALLMARK_OXIDATIVE_PHOSPHORYLATION__2",0.0141171438413609,0.057,0.305357142857143,1,3636
"SVP_MATCH__HALLMARK_P53_PATHWAY__1",-0.00916846341625584,0.809,0.916666666666667,1,3636
"SVP_MATCH__HALLMARK_P53_PATHWAY__2",0.0057808503531431,0.25,0.565217391304348,1,3636
"SVP_MATCH__HALLMARK_PANCREAS_BETA_CELLS__1",0.0011409628690835,0.423,0.691304347826087,1,3636
"SVP_MATCH__HALLMARK_PANCREAS_BETA_CELLS__2",0.00819814780115077,0.184,0.533333333333333,1,3636
"SVP_MATCH__HALLMARK_PEROXISOME__1",-0.0130874586208239,0.909,0.960839160839161,1,3636
"SVP_MATCH__HALLMARK_PEROXISOME__2",-0.00339389153283921,0.625,0.876168224299065,1,3636
"SVP_MATCH__HALLMARK_PI3K_AKT_MTOR_SIGNALING__1",0.0332648147317632,0.002,0.0333333333333333,0.037,3636
"SVP_MATCH__HALLMARK_PI3K_AKT_MTOR_SIGNALING__2",0.0259874168106519,0.006,0.075,0.401,3636
"SVP_MATCH__HALLMARK_PROTEIN_SECRETION__1",-0.0014680859994843,0.558,0.83019801980198,1,3636
"SVP_MATCH__HALLMARK_PROTEIN_SECRETION__2",0.00736755526451432,0.208,0.560526315789474,1,3636
"SVP_MATCH__HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY__1",0.0127972091677245,0.073,0.3421875,1,3636
"SVP_MATCH__HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY__2",0.00268337338021559,0.401,0.67752808988764,1,3636
"SVP_MATCH__HALLMARK_SPERMATOGENESIS__1",-0.00911336849364125,0.801,0.916666666666667,1,3636
"SVP_MATCH__HALLMARK_SPERMATOGENESIS__2",0.00769428860583181,0.191,0.533333333333333,1,3636
"SVP_MATCH__HALLMARK_TGF_BETA_SIGNALING__1",-0.0211709483428954,0.985,1,1,3636
"SVP_MATCH__HALLMARK_TGF_BETA_SIGNALING__2",0.0041371208835199,0.303,0.59025974025974,1,3636
"SVP_MATCH__HALLMARK_TNFA_SIGNALING_VIA_NFKB__1",-0.00580668169331074,0.729,0.87755905511811,1,3636
"SVP_MATCH__HALLMARK_TNFA_SIGNALING_VIA_NFKB__2",-0.0129111055048388,0.913,0.960839160839161,1,3636
"SVP_MATCH__HALLMARK_UNFOLDED_PROTEIN_RESPONSE__1",2.1303435667839e-05,0.483,0.7546875,1,3636
"SVP_MATCH__HALLMARK_UNFOLDED_PROTEIN_RESPONSE__2",-0.005302582163514,0.694,0.87755905511811,1,3636
"SVP_MATCH__HALLMARK_UV_RESPONSE_DN__1",-0.00340113691253142,0.634,0.87755905511811,1,3636
"SVP_MATCH__HALLMARK_UV_RESPONSE_DN__2",-0.0044180535464884,0.676,0.87755905511811,1,3636
"SVP_MATCH__HALLMARK_UV_RESPONSE_UP__1",0.00572808297927847,0.273,0.565540540540541,1,3636
"SVP_MATCH__HALLMARK_UV_RESPONSE_UP__2",-0.00511510380093429,0.712,0.87755905511811,1,3636
"SVP_MATCH__HALLMARK_WNT_BETA_CATENIN_SIGNALING__1",-0.00147460266308693,0.554,0.83019801980198,1,3636
"SVP_MATCH__HALLMARK_WNT_BETA_CATENIN_SIGNALING__2",0.00497247345728138,0.258,0.565217391304348,1,3636
"SVP_MATCH__HALLMARK_XENOBIOTIC_METABOLISM__1",0.00524712269045377,0.279,0.565540540540541,1,3636
"SVP_MATCH__HALLMARK_XENOBIOTIC_METABOLISM__2",0.0158691890594318,0.052,0.3,0.998,3636
